Region,Distrito,Municipio,Codigo,Escuela,Categoria,Graduados,Cohorte,Tasa
HUMACAO,FAJARDO,CULEBRA,37507,ECOLÓGICA DE CULEBRAS,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
HUMACAO,FAJARDO,CULEBRA,37507,ECOLÓGICA DE CULEBRAS,PUERTORRIQUEÑOS,10,12,83.33%
HUMACAO,FAJARDO,CULEBRA,37507,ECOLÓGICA DE CULEBRAS,HISPANOS NO PUERTORRIQUEÑOS,0,0,0%
HUMACAO,FAJARDO,CULEBRA,37507,ECOLÓGICA DE CULEBRAS,BLANCOS NO HISPANOS,0,0,0%
HUMACAO,FAJARDO,CULEBRA,37507,ECOLÓGICA DE CULEBRAS,OTRO ORIGEN ÉTNICO,0,0,0%
HUMACAO,FAJARDO,CULEBRA,37507,ECOLÓGICA DE CULEBRAS,FEMENINO,9,10,90%
HUMACAO,FAJARDO,CULEBRA,37507,ECOLÓGICA DE CULEBRAS,MASCULINO,1,2,50%
MAYAGÜEZ,AGUADILLA,AGUADA,40014,ARSENIO MARTÍNEZ,TODOS,0,37,0%
MAYAGÜEZ,AGUADILLA,AGUADA,40014,ARSENIO MARTÍNEZ,IMPEDIDOS,0,16,0%
MAYAGÜEZ,AGUADILLA,AGUADA,40014,ARSENIO MARTÍNEZ,BAJO NIVEL DE POBREZA,0,32,0%
MAYAGÜEZ,AGUADILLA,AGUADA,40014,ARSENIO MARTÍNEZ,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
MAYAGÜEZ,AGUADILLA,AGUADA,40014,ARSENIO MARTÍNEZ,PUERTORRIQUEÑOS,0,36,0%
MAYAGÜEZ,AGUADILLA,AGUADA,40014,ARSENIO MARTÍNEZ,HISPANOS NO PUERTORRIQUEÑOS,0,1,0%
MAYAGÜEZ,AGUADILLA,AGUADA,40014,ARSENIO MARTÍNEZ,BLANCOS NO HISPANOS,0,0,0%
MAYAGÜEZ,AGUADILLA,AGUADA,40014,ARSENIO MARTÍNEZ,OTRO ORIGEN ÉTNICO,0,0,0%
MAYAGÜEZ,AGUADILLA,AGUADA,40014,ARSENIO MARTÍNEZ,FEMENINO,0,14,0%
MAYAGÜEZ,AGUADILLA,AGUADA,40014,ARSENIO MARTÍNEZ,MASCULINO,0,23,0%
MAYAGÜEZ,AGUADILLA,AGUADA,40022,SUPERIOR DR. CARLOS GONZÁLEZ,TODOS,317,357,88.79%
MAYAGÜEZ,AGUADILLA,AGUADA,40022,SUPERIOR DR. CARLOS GONZÁLEZ,IMPEDIDOS,45,56,80.35%
MAYAGÜEZ,AGUADILLA,AGUADA,40022,SUPERIOR DR. CARLOS GONZÁLEZ,BAJO NIVEL DE POBREZA,217,253,85.77%
MAYAGÜEZ,AGUADILLA,AGUADA,40022,SUPERIOR DR. CARLOS GONZÁLEZ,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,1,1,100%
MAYAGÜEZ,AGUADILLA,AGUADA,40022,SUPERIOR DR. CARLOS GONZÁLEZ,PUERTORRIQUEÑOS,307,345,88.98%
MAYAGÜEZ,AGUADILLA,AGUADA,40022,SUPERIOR DR. CARLOS GONZÁLEZ,HISPANOS NO PUERTORRIQUEÑOS,9,11,81.81%
MAYAGÜEZ,AGUADILLA,AGUADA,40022,SUPERIOR DR. CARLOS GONZÁLEZ,BLANCOS NO HISPANOS,0,0,0%
MAYAGÜEZ,AGUADILLA,AGUADA,40022,SUPERIOR DR. CARLOS GONZÁLEZ,OTRO ORIGEN ÉTNICO,1,1,100%
MAYAGÜEZ,AGUADILLA,AGUADA,40022,SUPERIOR DR. CARLOS GONZÁLEZ,FEMENINO,161,185,87.02%
MAYAGÜEZ,AGUADILLA,AGUADA,40022,SUPERIOR DR. CARLOS GONZÁLEZ,MASCULINO,156,172,90.69%
MAYAGÜEZ,AGUADILLA,AÑASCO,40832,SERGIO RAMÍREZ DE ARELLANO (ESPECIALIZADA BILINGU),TODOS,48,52,92.3%
MAYAGÜEZ,AGUADILLA,AÑASCO,40832,SERGIO RAMÍREZ DE ARELLANO (ESPECIALIZADA BILINGU),IMPEDIDOS,1,1,100%
MAYAGÜEZ,AGUADILLA,AÑASCO,40832,SERGIO RAMÍREZ DE ARELLANO (ESPECIALIZADA BILINGU),BAJO NIVEL DE POBREZA,22,24,91.66%
MAYAGÜEZ,AGUADILLA,AÑASCO,40832,SERGIO RAMÍREZ DE ARELLANO (ESPECIALIZADA BILINGU),LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
MAYAGÜEZ,AGUADILLA,AÑASCO,40832,SERGIO RAMÍREZ DE ARELLANO (ESPECIALIZADA BILINGU),PUERTORRIQUEÑOS,47,51,92.15%
MAYAGÜEZ,AGUADILLA,AÑASCO,40832,SERGIO RAMÍREZ DE ARELLANO (ESPECIALIZADA BILINGU),HISPANOS NO PUERTORRIQUEÑOS,1,1,100%
MAYAGÜEZ,AGUADILLA,AÑASCO,40832,SERGIO RAMÍREZ DE ARELLANO (ESPECIALIZADA BILINGU),BLANCOS NO HISPANOS,0,0,0%
MAYAGÜEZ,AGUADILLA,AÑASCO,40832,SERGIO RAMÍREZ DE ARELLANO (ESPECIALIZADA BILINGU),OTRO ORIGEN ÉTNICO,0,0,0%
MAYAGÜEZ,AGUADILLA,AÑASCO,40832,SERGIO RAMÍREZ DE ARELLANO (ESPECIALIZADA BILINGU),FEMENINO,23,25,92%
MAYAGÜEZ,AGUADILLA,AÑASCO,40832,SERGIO RAMÍREZ DE ARELLANO (ESPECIALIZADA BILINGU),MASCULINO,25,27,92.59%
MAYAGÜEZ,MAYAGÜEZ,HORMIGUEROS,41061,SEGUNDO RUIZ BELVIS,TODOS,143,202,70.79%
MAYAGÜEZ,MAYAGÜEZ,HORMIGUEROS,41061,SEGUNDO RUIZ BELVIS,IMPEDIDOS,24,44,54.54%
MAYAGÜEZ,MAYAGÜEZ,HORMIGUEROS,41061,SEGUNDO RUIZ BELVIS,BAJO NIVEL DE POBREZA,81,117,69.23%
MAYAGÜEZ,MAYAGÜEZ,HORMIGUEROS,41061,SEGUNDO RUIZ BELVIS,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,1,1,100%
MAYAGÜEZ,MAYAGÜEZ,HORMIGUEROS,41061,SEGUNDO RUIZ BELVIS,PUERTORRIQUEÑOS,138,194,71.13%
MAYAGÜEZ,MAYAGÜEZ,HORMIGUEROS,41061,SEGUNDO RUIZ BELVIS,HISPANOS NO PUERTORRIQUEÑOS,5,8,62.5%
MAYAGÜEZ,MAYAGÜEZ,HORMIGUEROS,41061,SEGUNDO RUIZ BELVIS,BLANCOS NO HISPANOS,0,0,0%
MAYAGÜEZ,MAYAGÜEZ,HORMIGUEROS,41061,SEGUNDO RUIZ BELVIS,OTRO ORIGEN ÉTNICO,0,0,0%
MAYAGÜEZ,MAYAGÜEZ,HORMIGUEROS,41061,SEGUNDO RUIZ BELVIS,FEMENINO,72,101,71.28%
MAYAGÜEZ,MAYAGÜEZ,HORMIGUEROS,41061,SEGUNDO RUIZ BELVIS,MASCULINO,71,101,70.29%
MAYAGÜEZ,MAYAGÜEZ,MAYAGÜEZ,42077,PEDRO PEREA FAJARDO,TODOS,240,345,69.56%
MAYAGÜEZ,MAYAGÜEZ,MAYAGÜEZ,42077,PEDRO PEREA FAJARDO,IMPEDIDOS,54,89,60.67%
MAYAGÜEZ,MAYAGÜEZ,MAYAGÜEZ,42077,PEDRO PEREA FAJARDO,BAJO NIVEL DE POBREZA,175,257,68.09%
MAYAGÜEZ,MAYAGÜEZ,MAYAGÜEZ,42077,PEDRO PEREA FAJARDO,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,2,0%
MAYAGÜEZ,MAYAGÜEZ,MAYAGÜEZ,42077,PEDRO PEREA FAJARDO,PUERTORRIQUEÑOS,234,336,69.64%
MAYAGÜEZ,MAYAGÜEZ,MAYAGÜEZ,42077,PEDRO PEREA FAJARDO,HISPANOS NO PUERTORRIQUEÑOS,5,8,62.5%
MAYAGÜEZ,MAYAGÜEZ,MAYAGÜEZ,42077,PEDRO PEREA FAJARDO,BLANCOS NO HISPANOS,1,1,100%
MAYAGÜEZ,MAYAGÜEZ,MAYAGÜEZ,42077,PEDRO PEREA FAJARDO,OTRO ORIGEN ÉTNICO,0,0,0%
MAYAGÜEZ,MAYAGÜEZ,MAYAGÜEZ,42077,PEDRO PEREA FAJARDO,FEMENINO,125,165,75.75%
MAYAGÜEZ,MAYAGÜEZ,MAYAGÜEZ,42077,PEDRO PEREA FAJARDO,MASCULINO,115,180,63.88%
MAYAGÜEZ,CABO ROJO,SAN GERMÁN,43315,LOLA RODRÍGUEZ DE TIÓ,TODOS,178,250,71.2%
MAYAGÜEZ,CABO ROJO,SAN GERMÁN,43315,LOLA RODRÍGUEZ DE TIÓ,IMPEDIDOS,13,34,38.23%
MAYAGÜEZ,CABO ROJO,SAN GERMÁN,43315,LOLA RODRÍGUEZ DE TIÓ,BAJO NIVEL DE POBREZA,110,159,69.18%
MAYAGÜEZ,CABO ROJO,SAN GERMÁN,43315,LOLA RODRÍGUEZ DE TIÓ,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,1,0%
MAYAGÜEZ,CABO ROJO,SAN GERMÁN,43315,LOLA RODRÍGUEZ DE TIÓ,PUERTORRIQUEÑOS,177,249,71.08%
MAYAGÜEZ,CABO ROJO,SAN GERMÁN,43315,LOLA RODRÍGUEZ DE TIÓ,HISPANOS NO PUERTORRIQUEÑOS,1,1,100%
MAYAGÜEZ,CABO ROJO,SAN GERMÁN,43315,LOLA RODRÍGUEZ DE TIÓ,BLANCOS NO HISPANOS,0,0,0%
MAYAGÜEZ,CABO ROJO,SAN GERMÁN,43315,LOLA RODRÍGUEZ DE TIÓ,OTRO ORIGEN ÉTNICO,0,0,0%
MAYAGÜEZ,CABO ROJO,SAN GERMÁN,43315,LOLA RODRÍGUEZ DE TIÓ,FEMENINO,117,151,77.48%
MAYAGÜEZ,CABO ROJO,SAN GERMÁN,43315,LOLA RODRÍGUEZ DE TIÓ,MASCULINO,61,99,61.61%
MAYAGÜEZ,CABO ROJO,SAN GERMÁN,43406,LAURA MERCADO (ESPECIALIZADA),TODOS,31,41,75.6%
MAYAGÜEZ,CABO ROJO,SAN GERMÁN,43406,LAURA MERCADO (ESPECIALIZADA),IMPEDIDOS,11,15,73.33%
MAYAGÜEZ,CABO ROJO,SAN GERMÁN,43406,LAURA MERCADO (ESPECIALIZADA),BAJO NIVEL DE POBREZA,24,33,72.72%
MAYAGÜEZ,CABO ROJO,SAN GERMÁN,43406,LAURA MERCADO (ESPECIALIZADA),LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
MAYAGÜEZ,CABO ROJO,SAN GERMÁN,43406,LAURA MERCADO (ESPECIALIZADA),PUERTORRIQUEÑOS,30,40,75%
MAYAGÜEZ,CABO ROJO,SAN GERMÁN,43406,LAURA MERCADO (ESPECIALIZADA),HISPANOS NO PUERTORRIQUEÑOS,1,1,100%
MAYAGÜEZ,CABO ROJO,SAN GERMÁN,43406,LAURA MERCADO (ESPECIALIZADA),BLANCOS NO HISPANOS,0,0,0%
MAYAGÜEZ,CABO ROJO,SAN GERMÁN,43406,LAURA MERCADO (ESPECIALIZADA),OTRO ORIGEN ÉTNICO,0,0,0%
MAYAGÜEZ,CABO ROJO,SAN GERMÁN,43406,LAURA MERCADO (ESPECIALIZADA),FEMENINO,10,14,71.42%
MAYAGÜEZ,CABO ROJO,SAN GERMÁN,43406,LAURA MERCADO (ESPECIALIZADA),MASCULINO,21,27,77.77%
MAYAGÜEZ,MAYAGÜEZ,MAYAGÜEZ,44560,CENTRO RES. OPORTUNIDADES EDUC. (ESPECIALIZADA),TODOS,66,76,86.84%
MAYAGÜEZ,MAYAGÜEZ,MAYAGÜEZ,44560,CENTRO RES. OPORTUNIDADES EDUC. (ESPECIALIZADA),IMPEDIDOS,0,0,0%
MAYAGÜEZ,MAYAGÜEZ,MAYAGÜEZ,44560,CENTRO RES. OPORTUNIDADES EDUC. (ESPECIALIZADA),BAJO NIVEL DE POBREZA,13,14,92.85%
MAYAGÜEZ,MAYAGÜEZ,MAYAGÜEZ,44560,CENTRO RES. OPORTUNIDADES EDUC. (ESPECIALIZADA),LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,1,1,100%
MAYAGÜEZ,MAYAGÜEZ,MAYAGÜEZ,44560,CENTRO RES. OPORTUNIDADES EDUC. (ESPECIALIZADA),PUERTORRIQUEÑOS,65,75,86.66%
MAYAGÜEZ,MAYAGÜEZ,MAYAGÜEZ,44560,CENTRO RES. OPORTUNIDADES EDUC. (ESPECIALIZADA),HISPANOS NO PUERTORRIQUEÑOS,1,1,100%
MAYAGÜEZ,MAYAGÜEZ,MAYAGÜEZ,44560,CENTRO RES. OPORTUNIDADES EDUC. (ESPECIALIZADA),BLANCOS NO HISPANOS,0,0,0%
MAYAGÜEZ,MAYAGÜEZ,MAYAGÜEZ,44560,CENTRO RES. OPORTUNIDADES EDUC. (ESPECIALIZADA),OTRO ORIGEN ÉTNICO,0,0,0%
MAYAGÜEZ,MAYAGÜEZ,MAYAGÜEZ,44560,CENTRO RES. OPORTUNIDADES EDUC. (ESPECIALIZADA),FEMENINO,38,43,88.37%
MAYAGÜEZ,MAYAGÜEZ,MAYAGÜEZ,44560,CENTRO RES. OPORTUNIDADES EDUC. (ESPECIALIZADA),MASCULINO,28,33,84.84%
MAYAGÜEZ,AGUADILLA,AGUADILLA,45468,SALVADOR FUENTES,TODOS,41,77,53.24%
MAYAGÜEZ,AGUADILLA,AGUADILLA,45468,SALVADOR FUENTES,IMPEDIDOS,12,30,40%
MAYAGÜEZ,AGUADILLA,AGUADILLA,45468,SALVADOR FUENTES,BAJO NIVEL DE POBREZA,34,62,54.83%
MAYAGÜEZ,AGUADILLA,AGUADILLA,45468,SALVADOR FUENTES,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,2,0%
MAYAGÜEZ,AGUADILLA,AGUADILLA,45468,SALVADOR FUENTES,PUERTORRIQUEÑOS,41,77,53.24%
MAYAGÜEZ,AGUADILLA,AGUADILLA,45468,SALVADOR FUENTES,HISPANOS NO PUERTORRIQUEÑOS,0,0,0%
MAYAGÜEZ,AGUADILLA,AGUADILLA,45468,SALVADOR FUENTES,BLANCOS NO HISPANOS,0,0,0%
MAYAGÜEZ,AGUADILLA,AGUADILLA,45468,SALVADOR FUENTES,OTRO ORIGEN ÉTNICO,0,0,0%
MAYAGÜEZ,AGUADILLA,AGUADILLA,45468,SALVADOR FUENTES,FEMENINO,16,33,48.48%
MAYAGÜEZ,AGUADILLA,AGUADILLA,45468,SALVADOR FUENTES,MASCULINO,25,44,56.81%
MAYAGÜEZ,CABO ROJO,LAJAS,45682,LEONIDES MORALES RODRÍGUEZ,TODOS,190,276,68.84%
MAYAGÜEZ,CABO ROJO,LAJAS,45682,LEONIDES MORALES RODRÍGUEZ,IMPEDIDOS,27,56,48.21%
MAYAGÜEZ,CABO ROJO,LAJAS,45682,LEONIDES MORALES RODRÍGUEZ,BAJO NIVEL DE POBREZA,136,202,67.32%
MAYAGÜEZ,CABO ROJO,LAJAS,45682,LEONIDES MORALES RODRÍGUEZ,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
MAYAGÜEZ,CABO ROJO,LAJAS,45682,LEONIDES MORALES RODRÍGUEZ,PUERTORRIQUEÑOS,187,273,68.49%
MAYAGÜEZ,CABO ROJO,LAJAS,45682,LEONIDES MORALES RODRÍGUEZ,HISPANOS NO PUERTORRIQUEÑOS,3,3,100%
MAYAGÜEZ,CABO ROJO,LAJAS,45682,LEONIDES MORALES RODRÍGUEZ,BLANCOS NO HISPANOS,0,0,0%
MAYAGÜEZ,CABO ROJO,LAJAS,45682,LEONIDES MORALES RODRÍGUEZ,OTRO ORIGEN ÉTNICO,0,0,0%
MAYAGÜEZ,CABO ROJO,LAJAS,45682,LEONIDES MORALES RODRÍGUEZ,FEMENINO,111,157,70.7%
MAYAGÜEZ,CABO ROJO,LAJAS,45682,LEONIDES MORALES RODRÍGUEZ,MASCULINO,79,119,66.38%
MAYAGÜEZ,AGUADILLA,AGUADA,46086,ELADIO TIRADO LÓPEZ,TODOS,96,140,68.57%
MAYAGÜEZ,AGUADILLA,AGUADA,46086,ELADIO TIRADO LÓPEZ,IMPEDIDOS,9,25,36%
MAYAGÜEZ,AGUADILLA,AGUADA,46086,ELADIO TIRADO LÓPEZ,BAJO NIVEL DE POBREZA,57,90,63.33%
MAYAGÜEZ,AGUADILLA,AGUADA,46086,ELADIO TIRADO LÓPEZ,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,1,1,100%
MAYAGÜEZ,AGUADILLA,AGUADA,46086,ELADIO TIRADO LÓPEZ,PUERTORRIQUEÑOS,96,140,68.57%
MAYAGÜEZ,AGUADILLA,AGUADA,46086,ELADIO TIRADO LÓPEZ,HISPANOS NO PUERTORRIQUEÑOS,0,0,0%
MAYAGÜEZ,AGUADILLA,AGUADA,46086,ELADIO TIRADO LÓPEZ,BLANCOS NO HISPANOS,0,0,0%
MAYAGÜEZ,AGUADILLA,AGUADA,46086,ELADIO TIRADO LÓPEZ,OTRO ORIGEN ÉTNICO,0,0,0%
MAYAGÜEZ,AGUADILLA,AGUADA,46086,ELADIO TIRADO LÓPEZ,FEMENINO,59,77,76.62%
MAYAGÜEZ,AGUADILLA,AGUADA,46086,ELADIO TIRADO LÓPEZ,MASCULINO,37,63,58.73%
MAYAGÜEZ,SAN SEBASTIÁN,SAN SEBASTIÁN,46201,EMILIO SCHARON RODRÍGUEZ,TODOS,33,47,70.21%
MAYAGÜEZ,SAN SEBASTIÁN,SAN SEBASTIÁN,46201,EMILIO SCHARON RODRÍGUEZ,IMPEDIDOS,4,9,44.44%
MAYAGÜEZ,SAN SEBASTIÁN,SAN SEBASTIÁN,46201,EMILIO SCHARON RODRÍGUEZ,BAJO NIVEL DE POBREZA,20,30,66.66%
MAYAGÜEZ,SAN SEBASTIÁN,SAN SEBASTIÁN,46201,EMILIO SCHARON RODRÍGUEZ,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
MAYAGÜEZ,SAN SEBASTIÁN,SAN SEBASTIÁN,46201,EMILIO SCHARON RODRÍGUEZ,PUERTORRIQUEÑOS,33,47,70.21%
MAYAGÜEZ,SAN SEBASTIÁN,SAN SEBASTIÁN,46201,EMILIO SCHARON RODRÍGUEZ,HISPANOS NO PUERTORRIQUEÑOS,0,0,0%
MAYAGÜEZ,SAN SEBASTIÁN,SAN SEBASTIÁN,46201,EMILIO SCHARON RODRÍGUEZ,BLANCOS NO HISPANOS,0,0,0%
MAYAGÜEZ,SAN SEBASTIÁN,SAN SEBASTIÁN,46201,EMILIO SCHARON RODRÍGUEZ,OTRO ORIGEN ÉTNICO,0,0,0%
MAYAGÜEZ,SAN SEBASTIÁN,SAN SEBASTIÁN,46201,EMILIO SCHARON RODRÍGUEZ,FEMENINO,17,22,77.27%
MAYAGÜEZ,SAN SEBASTIÁN,SAN SEBASTIÁN,46201,EMILIO SCHARON RODRÍGUEZ,MASCULINO,16,25,64%
MAYAGÜEZ,MAYAGÜEZ,LAS MARÍAS,46219,EVA Y PATRIA CUSTODIO,TODOS,59,79,74.68%
MAYAGÜEZ,MAYAGÜEZ,LAS MARÍAS,46219,EVA Y PATRIA CUSTODIO,IMPEDIDOS,9,19,47.36%
MAYAGÜEZ,MAYAGÜEZ,LAS MARÍAS,46219,EVA Y PATRIA CUSTODIO,BAJO NIVEL DE POBREZA,47,63,74.6%
MAYAGÜEZ,MAYAGÜEZ,LAS MARÍAS,46219,EVA Y PATRIA CUSTODIO,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
MAYAGÜEZ,MAYAGÜEZ,LAS MARÍAS,46219,EVA Y PATRIA CUSTODIO,PUERTORRIQUEÑOS,59,78,75.64%
MAYAGÜEZ,MAYAGÜEZ,LAS MARÍAS,46219,EVA Y PATRIA CUSTODIO,HISPANOS NO PUERTORRIQUEÑOS,0,1,0%
MAYAGÜEZ,MAYAGÜEZ,LAS MARÍAS,46219,EVA Y PATRIA CUSTODIO,BLANCOS NO HISPANOS,0,0,0%
MAYAGÜEZ,MAYAGÜEZ,LAS MARÍAS,46219,EVA Y PATRIA CUSTODIO,OTRO ORIGEN ÉTNICO,0,0,0%
MAYAGÜEZ,MAYAGÜEZ,LAS MARÍAS,46219,EVA Y PATRIA CUSTODIO,FEMENINO,33,42,78.57%
MAYAGÜEZ,MAYAGÜEZ,LAS MARÍAS,46219,EVA Y PATRIA CUSTODIO,MASCULINO,26,37,70.27%
MAYAGÜEZ,SAN SEBASTIÁN,MOCA,46334,MARCELINO RODRÍGUEZ ROMÁN,TODOS,53,85,62.35%
MAYAGÜEZ,SAN SEBASTIÁN,MOCA,46334,MARCELINO RODRÍGUEZ ROMÁN,IMPEDIDOS,4,12,33.33%
MAYAGÜEZ,SAN SEBASTIÁN,MOCA,46334,MARCELINO RODRÍGUEZ ROMÁN,BAJO NIVEL DE POBREZA,42,65,64.61%
MAYAGÜEZ,SAN SEBASTIÁN,MOCA,46334,MARCELINO RODRÍGUEZ ROMÁN,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,1,0%
MAYAGÜEZ,SAN SEBASTIÁN,MOCA,46334,MARCELINO RODRÍGUEZ ROMÁN,PUERTORRIQUEÑOS,52,83,62.65%
MAYAGÜEZ,SAN SEBASTIÁN,MOCA,46334,MARCELINO RODRÍGUEZ ROMÁN,HISPANOS NO PUERTORRIQUEÑOS,1,2,50%
MAYAGÜEZ,SAN SEBASTIÁN,MOCA,46334,MARCELINO RODRÍGUEZ ROMÁN,BLANCOS NO HISPANOS,0,0,0%
MAYAGÜEZ,SAN SEBASTIÁN,MOCA,46334,MARCELINO RODRÍGUEZ ROMÁN,OTRO ORIGEN ÉTNICO,0,0,0%
MAYAGÜEZ,SAN SEBASTIÁN,MOCA,46334,MARCELINO RODRÍGUEZ ROMÁN,FEMENINO,34,48,70.83%
MAYAGÜEZ,SAN SEBASTIÁN,MOCA,46334,MARCELINO RODRÍGUEZ ROMÁN,MASCULINO,19,37,51.35%
MAYAGÜEZ,AGUADILLA,AGUADILLA,46656,BENITO CEREZO MÁRQUEZ,TODOS,137,198,69.19%
MAYAGÜEZ,AGUADILLA,AGUADILLA,46656,BENITO CEREZO MÁRQUEZ,IMPEDIDOS,19,32,59.37%
MAYAGÜEZ,AGUADILLA,AGUADILLA,46656,BENITO CEREZO MÁRQUEZ,BAJO NIVEL DE POBREZA,100,144,69.44%
MAYAGÜEZ,AGUADILLA,AGUADILLA,46656,BENITO CEREZO MÁRQUEZ,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,1,2,50%
MAYAGÜEZ,AGUADILLA,AGUADILLA,46656,BENITO CEREZO MÁRQUEZ,PUERTORRIQUEÑOS,129,188,68.61%
MAYAGÜEZ,AGUADILLA,AGUADILLA,46656,BENITO CEREZO MÁRQUEZ,HISPANOS NO PUERTORRIQUEÑOS,8,10,80%
MAYAGÜEZ,AGUADILLA,AGUADILLA,46656,BENITO CEREZO MÁRQUEZ,BLANCOS NO HISPANOS,0,0,0%
MAYAGÜEZ,AGUADILLA,AGUADILLA,46656,BENITO CEREZO MÁRQUEZ,OTRO ORIGEN ÉTNICO,0,0,0%
MAYAGÜEZ,AGUADILLA,AGUADILLA,46656,BENITO CEREZO MÁRQUEZ,FEMENINO,66,95,69.47%
MAYAGÜEZ,AGUADILLA,AGUADILLA,46656,BENITO CEREZO MÁRQUEZ,MASCULINO,71,103,68.93%
MAYAGÜEZ,CABO ROJO,CABO ROJO,46821,INÉS MARÍA MENDOZA DE MUÑOZ MARÍN,TODOS,174,239,72.8%
MAYAGÜEZ,CABO ROJO,CABO ROJO,46821,INÉS MARÍA MENDOZA DE MUÑOZ MARÍN,IMPEDIDOS,19,34,55.88%
MAYAGÜEZ,CABO ROJO,CABO ROJO,46821,INÉS MARÍA MENDOZA DE MUÑOZ MARÍN,BAJO NIVEL DE POBREZA,109,148,73.64%
MAYAGÜEZ,CABO ROJO,CABO ROJO,46821,INÉS MARÍA MENDOZA DE MUÑOZ MARÍN,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
MAYAGÜEZ,CABO ROJO,CABO ROJO,46821,INÉS MARÍA MENDOZA DE MUÑOZ MARÍN,PUERTORRIQUEÑOS,174,237,73.41%
MAYAGÜEZ,CABO ROJO,CABO ROJO,46821,INÉS MARÍA MENDOZA DE MUÑOZ MARÍN,HISPANOS NO PUERTORRIQUEÑOS,0,2,0%
MAYAGÜEZ,CABO ROJO,CABO ROJO,46821,INÉS MARÍA MENDOZA DE MUÑOZ MARÍN,BLANCOS NO HISPANOS,0,0,0%
MAYAGÜEZ,CABO ROJO,CABO ROJO,46821,INÉS MARÍA MENDOZA DE MUÑOZ MARÍN,OTRO ORIGEN ÉTNICO,0,0,0%
MAYAGÜEZ,CABO ROJO,CABO ROJO,46821,INÉS MARÍA MENDOZA DE MUÑOZ MARÍN,FEMENINO,101,127,79.52%
MAYAGÜEZ,CABO ROJO,CABO ROJO,46821,INÉS MARÍA MENDOZA DE MUÑOZ MARÍN,MASCULINO,73,112,65.17%
MAYAGÜEZ,CABO ROJO,CABO ROJO,46987,MONSERRATE LEÓN DE IRIZARRY,TODOS,128,164,78.04%
MAYAGÜEZ,CABO ROJO,CABO ROJO,46987,MONSERRATE LEÓN DE IRIZARRY,IMPEDIDOS,22,32,68.75%
MAYAGÜEZ,CABO ROJO,CABO ROJO,46987,MONSERRATE LEÓN DE IRIZARRY,BAJO NIVEL DE POBREZA,84,107,78.5%
MAYAGÜEZ,CABO ROJO,CABO ROJO,46987,MONSERRATE LEÓN DE IRIZARRY,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
MAYAGÜEZ,CABO ROJO,CABO ROJO,46987,MONSERRATE LEÓN DE IRIZARRY,PUERTORRIQUEÑOS,125,160,78.12%
MAYAGÜEZ,CABO ROJO,CABO ROJO,46987,MONSERRATE LEÓN DE IRIZARRY,HISPANOS NO PUERTORRIQUEÑOS,2,3,66.66%
MAYAGÜEZ,CABO ROJO,CABO ROJO,46987,MONSERRATE LEÓN DE IRIZARRY,BLANCOS NO HISPANOS,1,1,100%
MAYAGÜEZ,CABO ROJO,CABO ROJO,46987,MONSERRATE LEÓN DE IRIZARRY,OTRO ORIGEN ÉTNICO,0,0,0%
MAYAGÜEZ,CABO ROJO,CABO ROJO,46987,MONSERRATE LEÓN DE IRIZARRY,FEMENINO,67,86,77.9%
MAYAGÜEZ,CABO ROJO,CABO ROJO,46987,MONSERRATE LEÓN DE IRIZARRY,MASCULINO,61,78,78.2%
MAYAGÜEZ,AGUADILLA,AÑASCO,46995,LUIS MUÑOZ MARÍN,TODOS,162,219,73.97%
MAYAGÜEZ,AGUADILLA,AÑASCO,46995,LUIS MUÑOZ MARÍN,IMPEDIDOS,30,44,68.18%
MAYAGÜEZ,AGUADILLA,AÑASCO,46995,LUIS MUÑOZ MARÍN,BAJO NIVEL DE POBREZA,107,149,71.81%
MAYAGÜEZ,AGUADILLA,AÑASCO,46995,LUIS MUÑOZ MARÍN,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,1,1,100%
MAYAGÜEZ,AGUADILLA,AÑASCO,46995,LUIS MUÑOZ MARÍN,PUERTORRIQUEÑOS,160,214,74.76%
MAYAGÜEZ,AGUADILLA,AÑASCO,46995,LUIS MUÑOZ MARÍN,HISPANOS NO PUERTORRIQUEÑOS,2,5,40%
